"","x"
"1263","Multifamily Housing"
"1264","Multifamily Housing"
"1265","Multifamily Housing"
"1266","Multifamily Housing"
"1267","Multifamily Housing"
"1268","Multifamily Housing"
"1269","Multifamily Housing"
"1270","Multifamily Housing"
"1271","Multifamily Housing"
"1272","Office"
"1273","Multifamily Housing"
"1274","Multifamily Housing"
"1275","Multifamily Housing"
"1276","Multifamily Housing"
"1277","Multifamily Housing"
"1278","Multifamily Housing"
"1279","Hotel"
"1280","Multifamily Housing"
"1281","Multifamily Housing"
"1282","Multifamily Housing"
"1283","Multifamily Housing"
"1284","Multifamily Housing"
"1285","Multifamily Housing"
"1286","Multifamily Housing"
"1287","Multifamily Housing"
"1288","Multifamily Housing"
"1289","Multifamily Housing"
"1290","Multifamily Housing"
"1291","Multifamily Housing"
"1292","Multifamily Housing"
"1293","Multifamily Housing"
"1294","Multifamily Housing"
"1295","Multifamily Housing"
"1296","Multifamily Housing"
"1297","Multifamily Housing"
"1298","Multifamily Housing"
"1299","Senior Care"
"1300","Multifamily Housing"
"1301","Multifamily Housing"
"1302","Multifamily Housing"
"1303","Multifamily Housing"
"1304","Multifamily Housing"
"1305","Multifamily Housing"
"1306","Multifamily Housing"
"1307","Office"
"1308","Medical Office"
"1309","Multifamily Housing"
"1310","Multifamily Housing"
"1311","Office"
"1312","Entertainment"
"1313","Multifamily Housing"
"1314","Multifamily Housing"
"1315","Multifamily Housing"
"1316","Multifamily Housing"
"1317","Multifamily Housing"
"1318","Multifamily Housing"
"1319","Industrial"
"1320","Multifamily Housing"
"1321","Multifamily Housing"
"1322","Office"
"1323","Multifamily Housing"
"1324","Multifamily Housing"
"1325","Multifamily Housing"
"1326","Multifamily Housing"
"1327","Multifamily Housing"
"1328","Multifamily Housing"
"1329","Multifamily Housing"
"1330","Multifamily Housing"
"1331","Multifamily Housing"
"1332","Multifamily Housing"
"1333","Multifamily Housing"
"1334","Multifamily Housing"
"1335","Multifamily Housing"
"1336","Multifamily Housing"
"1337","Multifamily Housing"
"1338","Multifamily Housing"
"1339","Education"
"1340","Multifamily Housing"
"1341","Multifamily Housing"
"1342","Multifamily Housing"
"1343","Multifamily Housing"
"1344","Multifamily Housing"
"1345","Multifamily Housing"
"1346","Multifamily Housing"
"1347","Multifamily Housing"
"1348","Multifamily Housing"
"1349","Multifamily Housing"
"1350","Multifamily Housing"
"1351","Multifamily Housing"
"1352","Multifamily Housing"
"1353","Multifamily Housing"
"1354","Multifamily Housing"
"1355","Multifamily Housing"
"1356","Multifamily Housing"
"1357","Multifamily Housing"
"1358","Multifamily Housing"
"1359","Multifamily Housing"
"1360","Multifamily Housing"
"1361","Multifamily Housing"
"1362","Multifamily Housing"
"1363","Multifamily Housing"
"1364","Multifamily Housing"
"1365","Multifamily Housing"
"1366","Multifamily Housing"
"1367","Multifamily Housing"
"1368","Multifamily Housing"
"1369","Multifamily Housing"
"1370","Multifamily Housing"
"1371","Multifamily Housing"
"1372","Multifamily Housing"
"1373","Multifamily Housing"
"1374","Multifamily Housing"
"1375","Multifamily Housing"
"1376","Multifamily Housing"
"1377","Multifamily Housing"
"1378","Multifamily Housing"
"1379","Multifamily Housing"
"1380","Multifamily Housing"
"1381","Multifamily Housing"
"1382","Multifamily Housing"
"1383","Multifamily Housing"
"1384","Warehouse"
"1385","Multifamily Housing"
"1386","Mixed Use"
"1387","Multifamily Housing"
"1388","Multifamily Housing"
"1389","Multifamily Housing"
"1390","Multifamily Housing"
"1391","Multifamily Housing"
"1392","Multifamily Housing"
"1393","Multifamily Housing"
"1394","Warehouse"
"1395","Multifamily Housing"
"1396","Multifamily Housing"
"1397","Multifamily Housing"
"1398","Multifamily Housing"
"1399","Multifamily Housing"
"1400","Multifamily Housing"
"1401","Multifamily Housing"
"1402","Multifamily Housing"
"1403","Multifamily Housing"
"1404","Multifamily Housing"
"1405","Multifamily Housing"
"1406","Multifamily Housing"
"1407","Multifamily Housing"
"1408","Multifamily Housing"
"1409","Multifamily Housing"
"1410","Multifamily Housing"
"1411","Multifamily Housing"
"1412","Multifamily Housing"
"1413","Multifamily Housing"
"1414","Multifamily Housing"
"1415","Multifamily Housing"
"1416","Multifamily Housing"
"1417","Multifamily Housing"
"1418","Multifamily Housing"
"1419","Office"
"1420","Multifamily Housing"
"1421","Multifamily Housing"
"1422","Multifamily Housing"
"1423","Multifamily Housing"
"1424","Multifamily Housing"
"1425","Multifamily Housing"
"1426","Multifamily Housing"
"1427","Multifamily Housing"
"1428","Multifamily Housing"
"1429","Multifamily Housing"
"1430","Other"
"1431","Multifamily Housing"
"1432","Multifamily Housing"
"1433","Multifamily Housing"
"1434","Multifamily Housing"
"1435","Multifamily Housing"
"1436","Multifamily Housing"
"1437","Multifamily Housing"
"1438","Multifamily Housing"
"1439","Multifamily Housing"
"1440","Multifamily Housing"
"1441","Multifamily Housing"
"1442","Multifamily Housing"
"1443","Multifamily Housing"
"1444","Multifamily Housing"
"1445","Multifamily Housing"
"1446","Multifamily Housing"
"1447","Multifamily Housing"
"1448","Multifamily Housing"
"1449","Multifamily Housing"
"1450","Multifamily Housing"
"1451","Multifamily Housing"
"1452","Multifamily Housing"
"1453","Multifamily Housing"
"1454","Multifamily Housing"
"1455","Multifamily Housing"
"1456","Multifamily Housing"
"1457","Multifamily Housing"
"1458","Multifamily Housing"
"1459","Multifamily Housing"
"1460","Multifamily Housing"
"1461","Multifamily Housing"
"1462","Multifamily Housing"
"1463","Multifamily Housing"
"1464","Office"
"1465","Multifamily Housing"
"1466","Multifamily Housing"
"1467","Multifamily Housing"
"1468","Multifamily Housing"
"1469","Warehouse"
"1470","Multifamily Housing"
"1471","Multifamily Housing"
"1472","Multifamily Housing"
"1473","Multifamily Housing"
"1474","Multifamily Housing"
"1475","Multifamily Housing"
"1476","Multifamily Housing"
"1477","Multifamily Housing"
"1478","Multifamily Housing"
"1479","Multifamily Housing"
"1480","Multifamily Housing"
"1481","Multifamily Housing"
"1482","Multifamily Housing"
"1483","Multifamily Housing"
"1484","Multifamily Housing"
"1485","Other"
"1486","Office"
"1487","Multifamily Housing"
"1488","Multifamily Housing"
"1489","Multifamily Housing"
"1490","Multifamily Housing"
"1491","Multifamily Housing"
"1492","Multifamily Housing"
"1493","Multifamily Housing"
"1494","Multifamily Housing"
"1495","Multifamily Housing"
"1496","Multifamily Housing"
"1497","Multifamily Housing"
"1498","Multifamily Housing"
"1499","Multifamily Housing"
"1500","Multifamily Housing"
"1501","Multifamily Housing"
"1502","Multifamily Housing"
"1503","Multifamily Housing"
"1504","Multifamily Housing"
"1505","Multifamily Housing"
"1506","Multifamily Housing"
"1507","Multifamily Housing"
"1508","Multifamily Housing"
"1509","Multifamily Housing"
"1510","Multifamily Housing"
"1511","Office"
"1512","Multifamily Housing"
"1513","Multifamily Housing"
"1514","Multifamily Housing"
"1515","Multifamily Housing"
"1516","Multifamily Housing"
"1517","Multifamily Housing"
"1518","Multifamily Housing"
"1519","Multifamily Housing"
"1520","Multifamily Housing"
"1521","Multifamily Housing"
"1522","Multifamily Housing"
"1523","Multifamily Housing"
"1524","Multifamily Housing"
"1525","Multifamily Housing"
"1526","Multifamily Housing"
"1527","Multifamily Housing"
"1528","Multifamily Housing"
"1529","Multifamily Housing"
"1530","Multifamily Housing"
"1531","Multifamily Housing"
"1532","Multifamily Housing"
"1533","Warehouse"
"1534","Education"
"1535","Multifamily Housing"
"1536","Multifamily Housing"
"1537","Multifamily Housing"
"1538","Multifamily Housing"
"1539","Multifamily Housing"
"1540","Multifamily Housing"
"1541","Multifamily Housing"
"1542","Multifamily Housing"
"1543","Medical Office"
"1544","Warehouse"
"1545","Office"
"1546","Education"
"1547","Multifamily Housing"
"1548","Other"
"1549","Multifamily Housing"
"1550","Office"
"1551","Multifamily Housing"
"1552","Multifamily Housing"
"1553","Office"
"1554","Multifamily Housing"
"1555","Multifamily Housing"
"1556","Multifamily Housing"
"1557","Multifamily Housing"
"1558","Multifamily Housing"
"1559","Multifamily Housing"
"1560","Multifamily Housing"
"1561","Multifamily Housing"
"1562","Multifamily Housing"
"1563","Multifamily Housing"
"1564","Multifamily Housing"
"1565","Multifamily Housing"
"1566","Multifamily Housing"
"1567","Office"
"1568","Multifamily Housing"
"1569","Multifamily Housing"
"1570","Multifamily Housing"
"1571","Hotel"
"1572","Multifamily Housing"
"1573","Multifamily Housing"
"1574","Multifamily Housing"
"1575","Multifamily Housing"
"1576","Multifamily Housing"
"1577","Multifamily Housing"
"1578","Multifamily Housing"
"1579","Multifamily Housing"
"1580","Multifamily Housing"
"1581","Multifamily Housing"
"1582","Multifamily Housing"
"1583","Multifamily Housing"
"1584","Office"
"1585","Hotel"
"1586","Multifamily Housing"
"1587","Multifamily Housing"
"1588","Multifamily Housing"
"1589","Multifamily Housing"
"1590","Other"
"1591","Multifamily Housing"
"1592","Multifamily Housing"
"1593","Multifamily Housing"
"1594","Multifamily Housing"
"1595","Multifamily Housing"
"1596","Multifamily Housing"
"1597","Multifamily Housing"
"1598","Multifamily Housing"
"1599","Multifamily Housing"
"1600","Hotel"
"1601","Office"
"1602","Hotel"
"1603","Multifamily Housing"
"1604","Multifamily Housing"
"1605","Multifamily Housing"
"1606","Multifamily Housing"
"1607","Multifamily Housing"
"1608","Multifamily Housing"
"1609","Multifamily Housing"
"1610","Entertainment"
"1611","Mall"
"1612","Entertainment"
"1613","Mall"
"1614","Mall"
"1615","Office"
"1616","Mall"
"1617","Education"
"1618","Multifamily Housing"
"1619","Multifamily Housing"
"1620","Multifamily Housing"
"1621","Multifamily Housing"
"1622","Multifamily Housing"
"1623","Multifamily Housing"
"1624","Multifamily Housing"
"1625","Multifamily Housing"
"1626","Hotel"
"1627","Multifamily Housing"
"1628","Multifamily Housing"
"1629","Multifamily Housing"
"1630","Multifamily Housing"
"1631","Multifamily Housing"
"1632","Multifamily Housing"
"1633","Multifamily Housing"
"1634","Multifamily Housing"
"1635","Multifamily Housing"
"1636","Multifamily Housing"
"1637","Multifamily Housing"
"1638","Multifamily Housing"
"1639","Multifamily Housing"
"1640","Multifamily Housing"
"1641","Multifamily Housing"
"1642","Multifamily Housing"
"1643","Multifamily Housing"
"1644","Multifamily Housing"
"1645","Multifamily Housing"
"1646","Multifamily Housing"
"1647","Multifamily Housing"
"1648","Multifamily Housing"
"1649","Multifamily Housing"
"1650","Multifamily Housing"
"1651","Multifamily Housing"
"1652","Multifamily Housing"
"1653","Multifamily Housing"
"1654","Office"
"1655","Multifamily Housing"
"1656","Multifamily Housing"
"1657","Multifamily Housing"
"1658","Office"
"1659","Office"
"1660","Multifamily Housing"
"1661","Multifamily Housing"
"1662","Multifamily Housing"
"1663","Office"
"1664","Multifamily Housing"
"1665","Office"
"1666","Office"
"1667","Education"
"1668","Office"
"1669","Multifamily Housing"
"1670","Office"
"1671","Office"
"1672","Education"
"1673","Education"
"1674","Multifamily Housing"
"1675","Multifamily Housing"
"1676","Multifamily Housing"
"1677","Office"
"1678","Education"
"1679","Education"
"1680","Office"
"1681","Office"
"1682","Multifamily Housing"
"1683","Office"
"1684","Office"
"1685","Office"
"1686","Office"
"1687","Retail"
"1688","Office"
"1689","Other"
"1690","Multifamily Housing"
"1691","Multifamily Housing"
"1692","Multifamily Housing"
"1693","Multifamily Housing"
"1694","Multifamily Housing"
"1695","Multifamily Housing"
"1696","Multifamily Housing"
"1697","Multifamily Housing"
"1698","Multifamily Housing"
"1699","Multifamily Housing"
"1700","Multifamily Housing"
"1701","Multifamily Housing"
"1702","Multifamily Housing"
"1703","Multifamily Housing"
"1704","Multifamily Housing"
"1705","Multifamily Housing"
"1706","Multifamily Housing"
"1707","Multifamily Housing"
"1708","Multifamily Housing"
"1709","Multifamily Housing"
"1710","Office"
"1711","Office"
"1712","Office"
"1713","Multifamily Housing"
"1714","Office"
"1715","Multifamily Housing"
"1716","Multifamily Housing"
"1717","Multifamily Housing"
"1718","Multifamily Housing"
"1719","Senior Care"
"1720","Multifamily Housing"
"1721","Multifamily Housing"
"1722","Multifamily Housing"
"1723","Multifamily Housing"
"1724","Multifamily Housing"
"1725","Multifamily Housing"
"1726","Multifamily Housing"
"1727","Multifamily Housing"
"1728","Multifamily Housing"
"1729","Multifamily Housing"
"1730","Multifamily Housing"
"1731","Multifamily Housing"
"1732","Multifamily Housing"
"1733","Multifamily Housing"
"1734","Multifamily Housing"
"1735","Multifamily Housing"
"1736","Multifamily Housing"
"1737","Multifamily Housing"
"1738","Multifamily Housing"
"1739","Multifamily Housing"
"1740","Multifamily Housing"
"1741","Multifamily Housing"
"1742","Multifamily Housing"
"1743","Multifamily Housing"
"1744","Multifamily Housing"
"1745","Multifamily Housing"
"1746","Multifamily Housing"
"1747","Multifamily Housing"
"1748","Multifamily Housing"
"1749","Multifamily Housing"
"1750","Multifamily Housing"
"1751","Multifamily Housing"
"1752","Multifamily Housing"
"1753","Multifamily Housing"
"1754","Mixed Use"
"1755","Multifamily Housing"
"1756","Multifamily Housing"
"1757","Multifamily Housing"
"1758","Multifamily Housing"
"1759","Office"
"1760","Multifamily Housing"
"1761","Multifamily Housing"
"1762","Multifamily Housing"
"1763","Office"
"1764","Office"
"1765","Office"
"1766","Multifamily Housing"
"1767","Multifamily Housing"
"1768","Multifamily Housing"
"1769","Medical Office"
"1770","Multifamily Housing"
"1771","Multifamily Housing"
"1772","Multifamily Housing"
"1773","Multifamily Housing"
"1774","Multifamily Housing"
"1775","Multifamily Housing"
"1776","Multifamily Housing"
"1777","Multifamily Housing"
"1778","Multifamily Housing"
"1779","Multifamily Housing"
"1780","Multifamily Housing"
"1781","Multifamily Housing"
"1782","Multifamily Housing"
"1783","Multifamily Housing"
"1784","Multifamily Housing"
"1785","Multifamily Housing"
"1786","Multifamily Housing"
"1787","Multifamily Housing"
"1788","Multifamily Housing"
"1789","Multifamily Housing"
"1790","Office"
"1791","Multifamily Housing"
"1792","Office"
"1793","Multifamily Housing"
"1794","Multifamily Housing"
"1795","Multifamily Housing"
"1796","Multifamily Housing"
"1797","Multifamily Housing"
"1798","Multifamily Housing"
"1799","Multifamily Housing"
"1800","Office"
"1801","Multifamily Housing"
"1802","Multifamily Housing"
"1803","Multifamily Housing"
"1804","Multifamily Housing"
"1805","Multifamily Housing"
"1806","Multifamily Housing"
"1807","Multifamily Housing"
"1808","Multifamily Housing"
"1809","Multifamily Housing"
"1810","Hotel"
"1811","Multifamily Housing"
"1812","Multifamily Housing"
"1813","Multifamily Housing"
"1814","Multifamily Housing"
"1815","Multifamily Housing"
"1816","Multifamily Housing"
"1817","Multifamily Housing"
"1818","Hotel"
"1819","Multifamily Housing"
"1820","Multifamily Housing"
"1821","Multifamily Housing"
"1822","Multifamily Housing"
"1823","Multifamily Housing"
"1824","Multifamily Housing"
"1825","Hotel"
"1826","Office"
"1827","Industrial"
"1828","Office"
"1829","Retail"
"1830","Hotel"
"1831","Office"
"1832","Multifamily Housing"
"1833","Multifamily Housing"
"1834","Office"
"1835","Multifamily Housing"
"1836","Multifamily Housing"
"1837","Warehouse"
"1838","Multifamily Housing"
